pair,pearson,pearson_p,spearman,spearman_p
mean_x vs mean_y,0.7684396050953408,1.7706565245967775e-08,0.7667140825035562,1.9926690227521742e-08
mean_x vs ai_demand_tru2,0.44556396522679703,0.005056499655388222,0.6123973348588999,4.383423604402494e-05
mean_y vs ai_demand_tru2,0.4114011886260667,0.00835581826390332,0.5943061697786644,5.26905583268831e-05
