,mean_x,mean_y,ai_demand_tru2
mean_x,1.0,0.7380952380952381,0.4523809523809524
mean_y,0.7380952380952381,1.0,0.5238095238095238
ai_demand_tru2,0.4523809523809524,0.5238095238095238,1.0
