pair,pearson,pearson_p,spearman,spearman_p
mean_x vs mean_y,0.8324227047701896,1.5476829530276246e-06,0.8452851496329757,7.368228358830521e-07
mean_x vs ai_share,0.464775828886018,0.02930367561386578,0.6229515545600547,0.001956097131741358
mean_y vs ai_share,0.48104281898890383,0.023424879730165438,0.5548073553374416,0.007364030818444455
