_g,2010-2014,2015-2019,2020-2024
Clerical support workers,0.0,0.0007708468319156708,0.00032661727176970084
Craft and related trades workers,0.00047816775582815065,0.0007591658675598323,0.00035884818314186007
Elementary occupations,0.004021642836420557,0.0,0.0
Managers,0.002817307888289798,0.008393847989792832,0.01738510958012665
"Plant and machine operators, and assemblers",0.001884865925110607,0.002229123714645259,0.0
Professionals,0.0016456362681532722,0.014596726922144823,0.025420234602021412
Service and sales workers,0.0,0.0,1.1848579719990856e-05
"Skilled agricultural, forestry and fishery workers",0.0,0.0,0.0
Technicians and associate professionals,0.001547366173376394,0.0028824952856837693,0.005873510221558537
