,mean_x,mean_y,ai_demand_tru2
mean_x,1.0,-0.22013388989149196,0.6458172458172459
mean_y,-0.22013388989149196,1.0,-0.32826983580310204
ai_demand_tru2,0.6458172458172459,-0.32826983580310204,1.0
