group,total_demand_tru2,mean_exposure,ai_demand_tru2,ai_share
Clerical support workers,176185.38640000002,,64.712,0.00036729493474039907
Craft and related trades workers,227586.36860000002,,118.9188,0.0005225216287404658
Elementary occupations,36747.4029,,52.6978,0.0014340550852914833
Managers,91467.5786,,919.3251,0.010050830185636947
"Plant and machine operators, and assemblers",50796.7031,,67.00189999999999,0.0013190206432905287
Professionals,488530.41320000007,,7323.7004,0.014991288571018281
Service and sales workers,229849.1729,,1.0,4.35067913181079e-06
"Skilled agricultural, forestry and fishery workers",9622.360799999999,-1.1018127747378108,0.0,0.0
Technicians and associate professionals,325851.4089,,1171.7768,0.003596046443241265
