group,ai_demand_tru2,mean_exposure,total_demand_tru2,ai_share
Clerical support workers,64.71199999999999,1.100299168504528,176185.3864,0.00036729493474039907
Craft and related trades workers,118.9188,-0.9294070886104305,227586.3686,0.0005225216287404658
Elementary occupations,52.6978,-0.9225249999999999,36747.4029,0.0014340550852914833
Managers,919.3251,1.0440555189807568,91467.5786,0.010050830185636947
"Plant and machine operators, and assemblers",67.00189999999999,-0.6306796330648411,50796.7031,0.0013190206432905287
Professionals,7323.7004,1.266410190864541,488530.4132,0.014991288571018283
Service and sales workers,1.0,-0.5603311999999999,229849.1729,4.35067913181079e-06
Technicians and associate professionals,1171.7768,0.435508689380594,325851.4089,0.003596046443241265
