,mean_x,mean_y,ai_demand_tru2
mean_x,1.0,0.7469862780779664,0.5720937051460934
mean_y,0.7469862780779664,1.0,0.2657801976926333
ai_demand_tru2,0.5720937051460934,0.2657801976926333,1.0
