group,overall_avg,avg_2010_2014,avg_2020_2024
Professionals,0.01379250755828597,0.0016182048527880282,0.0251395975176662
Managers,0.01069148146164227,0.002700976127578322,0.020900061038813453
Technicians and associate professionals,0.0032278821462721394,0.0014625566797728338,0.0053826575126874636
Elementary occupations,0.0019665774713000525,0.005899732413900158,0.0
"Plant and machine operators, and assemblers",0.001515272179052025,0.001977891956848236,0.0
Craft and related trades workers,0.0004739106699863451,0.000420396011309566,0.00029268814372071224
Clerical support workers,0.00034037067862968386,0.0,0.0002519244526297365
Service and sales workers,4.533600848425316e-06,0.0,1.360080254527595e-05
"Skilled agricultural, forestry and fishery workers",0.0,0.0,0.0
