group,overall_avg,avg_2010_2014,avg_2020_2024
not applicable (not assignable to region),0.009808598261031493,0.0,0.018808202334384138
Région lémanique,0.00980724289740886,0.0013870510096299692,0.01320267519311214
Zürich,0.008010322710937785,0.0011147463437291441,0.016298813095843166
Zentralschweiz,0.0041715970876253,0.0012297418687039086,0.009395139244020016
Espace Mittelland,0.0038734031935515586,0.001960481106429316,0.006833225317348558
Nordwestschweiz,0.003708926612386698,0.0010185369004715925,0.005169274621259354
Ostschweiz and Ticino,0.002413034074731523,0.00028274182417285977,0.004033239100033893
