indu_label,demand_total_tru2,mean_ind_exp,mean_occ_exp,share_high_occ_p80,coverage
Armed forces occupations,1194.3476,-0.009241774674810223,,,0.0
Clerical support workers,176291.7494,0.3426117270855424,0.9927277730003831,0.4784206532638914,0.9277802305364156
Craft and related trades workers,227704.49300000002,-0.44939100875939,-1.005614316616992,0.0,0.8918355888568259
Elementary occupations,36799.1455,-0.28969842450153777,-1.3744357530919384,0.0,0.9241811960008691
Managers,91537.21239999999,0.29294421335245807,1.0276236543746597,0.44115226841353566,0.9390976079144837
"Plant and machine operators, and assemblers",50935.789099999995,-0.3662223881084346,-0.7745127802161257,0.0,0.7878208958580757
Professionals,488186.3847,0.6673359335150747,0.9749031992548111,0.39163375416098983,0.8975742796867886
Service and sales workers,229944.986,-0.10843240206399915,-0.33427703059039704,0.0,0.9996913048584585
"Skilled agricultural, forestry and fishery workers",9622.360799999999,-0.20727004382923533,-1.1018127747378108,0.0,1.0
Technicians and associate professionals,325930.3789,0.26914513776176424,0.44603369723995434,0.05202901623656654,0.9205723066153867
