loca_regi_nuts_label,demand_total_tru2,mean_exp_tru2,exposed_demand_p80,exposed_demand_p90,high_share_p80_known,high_share_p90_known,coverage
1,190454.7647,0.287875707642087,44860.6168,18300.7365,0.24715103454524107,0.10082442644691532,0.9530396421738877
2,333976.6442,0.16234176005716694,56814.23,21432.5579,0.18206387963480383,0.06868164264078848,0.9343664490296715
3,237693.1213,0.2730214624653861,44922.6325,25180.4652,0.195915898099337,0.10981665988112119,0.9646702943944216
4,400333.4279,0.41920306758588655,107998.3786,59907.003,0.28154409534886493,0.15617329800076032,0.9581840924755811
5,214938.3308,-0.06485368596682387,21338.4279,9483.6099,0.10405570938699948,0.046246319565747915,0.9540752584089577
6,145270.8223,-0.015793433631114972,22168.5937,10197.1204,0.16300021900325248,0.07497691919007625,0.9362063038311857
7,15822.2707,0.24926145643788017,3489.4113,1751.0753,0.22795453440825825,0.11439338054682781,0.9674646762300686
Unknown,99657.4655,0.22038544147315328,22326.7711,13651.8164,0.2433490885254291,0.14879702321382712,0.9206326183360541
