bin3y,year,occ_mean_exp,ind_mean_exp,occ_high_share_p80,ind_high_share_p80,occ_coverage,ind_coverage,mid_year
2010-12,2011.0,0.33915047201603005,0.14116026444797747,0.20292926130606861,0.19127092937747556,0.9309945513768788,0.9642982257988955,2011.5
2013-15,2014.0,0.2599797582545603,0.1831532281116106,0.18587440111631268,0.20390430192784534,0.9130100968728642,0.9701109095021914,2014.5
2016-18,2017.0,0.33169882261016626,0.23136887422711924,0.20514316487665915,0.21403732524240474,0.9298600182381778,0.9765029356388714,2017.5
2019-21,2020.0,0.2970403114558133,0.2119954215498425,0.2014767325926614,0.2091704197861738,0.921042144954826,0.9944698840473333,2020.5
2022-24,2023.0,0.265260768842907,0.27816255415723645,0.1843161229160931,0.21883500506557008,0.9028530628223986,0.8724263286545382,2023.5
