indu_label,demand_total_tru2,mean_ind_exp,mean_occ_exp,share_high_occ_p80,coverage
0002,993.0318,-0.012589941232294679,,,0.0
0110,33.8192,-0.06395094999999995,,,0.0
0310,167.4966,0.021195675658073093,,,0.0
1000,1912.8111999999999,0.34726404151474966,,,0.0
1111,44.358999999999995,-0.06395094999999996,,,0.0
1112,3236.4178,0.2447807151566892,0.9799637666666666,0.0,1.0
1114,993.8638,0.940269616813795,0.9444178333333334,0.0,1.0
1120,6933.0278,0.37664895143439214,0.95456165,0.0,1.0
1210,2354.9842999999996,0.45259655189698367,,,0.0
1211,3495.6573999999996,0.6728899407212842,1.4462320000000002,1.0,1.0
1212,4248.5398,0.34906918410710513,1.301025,1.0,1.0
1213,3680.3951,0.7846575671028486,0.9646871999999999,0.0,1.0
1219,2108.503,0.2899199424325024,0.93615125,0.0,1.0
1221,25798.1114,0.2532924867753877,1.290656,1.0,1.0
1222,3076.3263,0.27427165626769184,1.2940379999999998,1.0,1.0
1223,1264.0933,0.09598335383052689,1.08245825,0.0,1.0
1300,294.9988,-0.028297470272745682,,,0.0
1311,9.8333,-0.07928617380952381,-0.1443684,0.0,1.0
1320,618.5414999999999,0.12269027751630389,,,0.0
1321,6741.963199999999,-0.016186487760070922,0.5086878000000001,0.0,1.0
1322,16.5301,-0.734672175,0.9646872,0.0,1.0
1323,839.9191999999998,-0.9427379360096108,1.0291390000000005,0.0,1.0
1324,6665.0497000000005,0.03721289715796842,0.8907922999999999,0.0,1.0
1330,2857.4009,0.8996145335427949,1.059853,0.0,1.0
1340,349.14039999999994,0.542284343561838,,,0.0
1341,688.7408999999999,0.9193473968052062,0.838007,0.0,1.0
1342,1303.8628,0.5299232501029222,1.2602589999999998,1.0,1.0
1343,294.6536,0.4842793479627804,0.91756815,0.0,1.0
1344,1024.5994,0.39275763728047386,1.156153,0.0,1.0
1345,2458.1637,1.0312795604514968,0.9546954999999998,0.0,1.0
1346,1177.3543,1.5672938514433037,1.01055465,0.0,1.0
1349,1519.1098000000002,0.026568959547424918,0.9646872000000001,0.0,1.0
1411,898.3682,-0.8719699339100513,0.4021726,0.0,1.0
1412,3168.1750999999995,-0.6432422505323011,-0.12131120000000001,0.0,1.0
1420,1211.9307000000001,0.05892872414815558,0.5748773,0.0,1.0
1431,181.68300000000005,-0.2972035581793684,0.8973039499999996,0.0,1.0
1439,70.1036,-0.09845214398334003,0.9646872000000001,0.0,1.0
2000,6348.16,0.704021417472208,,,0.0
2100,1117.7981,0.49414851999259884,,,0.0
2111,1420.6198000000002,0.6113987846822504,1.3597365,1.0,1.0
2112,34.487,-0.06395094999999995,1.3739170000000003,1.0,1.0
2113,3626.5987999999998,0.38124909172482746,0.7669410500000001,0.0,1.0
2114,573.0855999999999,0.20325018569477074,0.6774276,0.0,1.0
2120,3302.2187000000004,0.668080245782853,1.4396133999999998,1.0,1.0
2131,6286.6262,0.42228339664854503,0.9014893333333333,0.0,1.0
2132,1181.1514,0.6948997044397548,0.4360305666666666,0.0,1.0
2133,1237.6333,0.4765158747595002,0.5415721500000001,0.0,1.0
2140,13142.0923,0.43085739306257176,,,0.0
