adve_time_year,occu_isco2_code,total,eligible,mapped_target,mapped_fallback,unmapped,eligible_share,mapped_target_share_of_eligible,mapped_fallback_share_of_eligible,unmapped_share_of_eligible,domain
2010,2,2,2,0,0,2,1.0,0.0,0.0,1.0,occupation
2010,10,13,13,0,0,13,1.0,0.0,0.0,1.0,occupation
2010,11,48,48,48,0,0,1.0,1.0,0.0,0.0,occupation
2010,12,147,147,139,0,8,1.0,0.9455782312925171,0.0,0.05442176870748299,occupation
2010,13,110,110,101,0,9,1.0,0.9181818181818182,0.0,0.08181818181818182,occupation
2010,14,9,9,9,0,0,1.0,1.0,0.0,0.0,occupation
2010,20,8,8,0,0,8,1.0,0.0,0.0,1.0,occupation
2010,21,231,231,224,0,7,1.0,0.9696969696969697,0.0,0.030303030303030304,occupation
2010,22,170,170,146,0,24,1.0,0.8588235294117647,0.0,0.1411764705882353,occupation
2010,23,145,145,142,0,3,1.0,0.9793103448275862,0.0,0.020689655172413793,occupation
2010,24,313,313,311,0,2,1.0,0.9936102236421726,0.0,0.006389776357827476,occupation
2010,25,282,282,270,0,12,1.0,0.9574468085106383,0.0,0.0425531914893617,occupation
2010,26,90,90,87,0,3,1.0,0.9666666666666667,0.0,0.03333333333333333,occupation
2010,30,60,60,0,0,60,1.0,0.0,0.0,1.0,occupation
2010,31,228,228,216,0,12,1.0,0.9473684210526315,0.0,0.05263157894736842,occupation
2010,32,48,48,48,0,0,1.0,1.0,0.0,0.0,occupation
2010,33,427,427,427,0,0,1.0,1.0,0.0,0.0,occupation
2010,34,56,56,55,0,1,1.0,0.9821428571428571,0.0,0.017857142857142856,occupation
2010,35,62,62,62,0,0,1.0,1.0,0.0,0.0,occupation
2010,40,1,1,0,0,1,1.0,0.0,0.0,1.0,occupation
2010,41,188,188,188,0,0,1.0,1.0,0.0,0.0,occupation
2010,42,74,74,74,0,0,1.0,1.0,0.0,0.0,occupation
2010,43,145,145,130,0,15,1.0,0.896551724137931,0.0,0.10344827586206896,occupation
2010,44,123,123,123,0,0,1.0,1.0,0.0,0.0,occupation
2010,51,207,207,207,0,0,1.0,1.0,0.0,0.0,occupation
2010,52,213,213,213,0,0,1.0,1.0,0.0,0.0,occupation
2010,53,38,38,38,0,0,1.0,1.0,0.0,0.0,occupation
2010,54,15,15,15,0,0,1.0,1.0,0.0,0.0,occupation
2010,61,14,14,14,0,0,1.0,1.0,0.0,0.0,occupation
2010,71,157,157,153,0,4,1.0,0.9745222929936306,0.0,0.025477707006369428,occupation
2010,72,129,129,93,0,36,1.0,0.7209302325581395,0.0,0.27906976744186046,occupation
2010,73,12,12,12,0,0,1.0,1.0,0.0,0.0,occupation
2010,74,111,111,111,0,0,1.0,1.0,0.0,0.0,occupation
2010,75,19,19,19,0,0,1.0,1.0,0.0,0.0,occupation
2010,81,32,32,21,0,11,1.0,0.65625,0.0,0.34375,occupation
2010,82,22,22,2,0,20,1.0,0.09090909090909091,0.0,0.9090909090909091,occupation
2010,83,51,51,48,0,3,1.0,0.9411764705882353,0.0,0.058823529411764705,occupation
2010,91,21,21,21,0,0,1.0,1.0,0.0,0.0,occupation
2010,92,10,10,10,0,0,1.0,1.0,0.0,0.0,occupation
2010,93,29,29,29,0,0,1.0,1.0,0.0,0.0,occupation
2010,94,18,18,18,0,0,1.0,1.0,0.0,0.0,occupation
2010,96,7,7,5,0,2,1.0,0.7142857142857143,0.0,0.2857142857142857,occupation
2011,2,6,6,0,0,6,1.0,0.0,0.0,1.0,occupation
2011,10,5,5,0,0,5,1.0,0.0,0.0,1.0,occupation
2011,11,31,31,31,0,0,1.0,1.0,0.0,0.0,occupation
2011,12,147,147,144,0,3,1.0,0.9795918367346939,0.0,0.02040816326530612,occupation
2011,13,82,82,80,0,2,1.0,0.975609756097561,0.0,0.024390243902439025,occupation
2011,14,9,9,9,0,0,1.0,1.0,0.0,0.0,occupation
2011,20,18,18,0,0,18,1.0,0.0,0.0,1.0,occupation
2011,21,214,214,190,0,24,1.0,0.8878504672897196,0.0,0.11214953271028037,occupation
2011,22,170,170,148,0,22,1.0,0.8705882352941177,0.0,0.12941176470588237,occupation
2011,23,104,104,102,0,2,1.0,0.9807692307692307,0.0,0.019230769230769232,occupation
2011,24,305,305,302,0,3,1.0,0.9901639344262295,0.0,0.009836065573770493,occupation
2011,25,324,324,287,0,37,1.0,0.8858024691358025,0.0,0.11419753086419752,occupation
2011,26,94,94,87,0,7,1.0,0.925531914893617,0.0,0.07446808510638298,occupation
2011,30,70,70,0,0,70,1.0,0.0,0.0,1.0,occupation
2011,31,290,290,268,0,22,1.0,0.9241379310344827,0.0,0.07586206896551724,occupation
2011,32,43,43,43,0,0,1.0,1.0,0.0,0.0,occupation
2011,33,384,384,384,0,0,1.0,1.0,0.0,0.0,occupation
2011,34,62,62,62,0,0,1.0,1.0,0.0,0.0,occupation
2011,35,66,66,63,0,3,1.0,0.9545454545454546,0.0,0.045454545454545456,occupation
2011,40,1,1,0,0,1,1.0,0.0,0.0,1.0,occupation
2011,41,179,179,179,0,0,1.0,1.0,0.0,0.0,occupation
2011,42,70,70,70,0,0,1.0,1.0,0.0,0.0,occupation
2011,43,162,162,143,0,19,1.0,0.8827160493827161,0.0,0.11728395061728394,occupation
2011,44,135,135,135,0,0,1.0,1.0,0.0,0.0,occupation
2011,51,225,225,225,0,0,1.0,1.0,0.0,0.0,occupation
2011,52,226,226,226,0,0,1.0,1.0,0.0,0.0,occupation
2011,53,39,39,39,0,0,1.0,1.0,0.0,0.0,occupation
2011,54,18,18,18,0,0,1.0,1.0,0.0,0.0,occupation
2011,61,10,10,10,0,0,1.0,1.0,0.0,0.0,occupation
2011,62,1,1,1,0,0,1.0,1.0,0.0,0.0,occupation
2011,71,137,137,137,0,0,1.0,1.0,0.0,0.0,occupation
2011,72,185,185,142,0,43,1.0,0.7675675675675676,0.0,0.23243243243243245,occupation
2011,73,36,36,36,0,0,1.0,1.0,0.0,0.0,occupation
2011,74,125,125,125,0,0,1.0,1.0,0.0,0.0,occupation
2011,75,34,34,34,0,0,1.0,1.0,0.0,0.0,occupation
2011,81,39,39,35,0,4,1.0,0.8974358974358975,0.0,0.10256410256410256,occupation
2011,82,13,13,4,0,9,1.0,0.3076923076923077,0.0,0.6923076923076923,occupation
2011,83,56,56,54,0,2,1.0,0.9642857142857143,0.0,0.03571428571428571,occupation
2011,91,27,27,27,0,0,1.0,1.0,0.0,0.0,occupation
2011,92,7,7,7,0,0,1.0,1.0,0.0,0.0,occupation
2011,93,27,27,27,0,0,1.0,1.0,0.0,0.0,occupation
2011,94,10,10,10,0,0,1.0,1.0,0.0,0.0,occupation
2011,96,13,13,12,0,1,1.0,0.9230769230769231,0.0,0.07692307692307693,occupation
2012,2,3,3,0,0,3,1.0,0.0,0.0,1.0,occupation
2012,10,12,12,0,0,12,1.0,0.0,0.0,1.0,occupation
2012,11,49,49,46,0,3,1.0,0.9387755102040817,0.0,0.061224489795918366,occupation
2012,12,158,158,140,0,18,1.0,0.8860759493670886,0.0,0.11392405063291139,occupation
2012,13,132,132,128,0,4,1.0,0.9696969696969697,0.0,0.030303030303030304,occupation
2012,14,10,10,10,0,0,1.0,1.0,0.0,0.0,occupation
2012,20,9,9,0,0,9,1.0,0.0,0.0,1.0,occupation
2012,21,213,213,179,0,34,1.0,0.8403755868544601,0.0,0.1596244131455399,occupation
2012,22,214,214,197,0,17,1.0,0.9205607476635514,0.0,0.0794392523364486,occupation
2012,23,153,153,146,0,7,1.0,0.954248366013072,0.0,0.0457516339869281,occupation
2012,24,283,283,281,0,2,1.0,0.9929328621908127,0.0,0.007067137809187279,occupation
2012,25,251,251,217,0,34,1.0,0.8645418326693227,0.0,0.13545816733067728,occupation
