adve_time_year,loca_regi_kant_clean,total,eligible,mapped_target,mapped_fallback,unmapped,eligible_share,mapped_target_share_of_eligible,mapped_fallback_share_of_eligible,unmapped_share_of_eligible,domain
2021,15,17,17,16,0,1,1.0,0.9411764705882353,0.0,0.058823529411764705,occupation
2021,16,10,10,9,0,1,1.0,0.9,0.0,0.1,occupation
2021,17,223,223,195,0,28,1.0,0.874439461883408,0.0,0.12556053811659193,occupation
2021,18,55,55,48,0,7,1.0,0.8727272727272727,0.0,0.12727272727272726,occupation
2021,19,281,281,255,0,26,1.0,0.9074733096085409,0.0,0.09252669039145907,occupation
2021,20,96,96,82,0,14,1.0,0.8541666666666666,0.0,0.14583333333333334,occupation
2021,21,51,51,47,0,4,1.0,0.9215686274509803,0.0,0.0784313725490196,occupation
2021,22,294,294,274,0,20,1.0,0.9319727891156463,0.0,0.06802721088435375,occupation
2021,23,85,85,81,0,4,1.0,0.9529411764705882,0.0,0.047058823529411764,occupation
2021,24,77,77,70,0,7,1.0,0.9090909090909091,0.0,0.09090909090909091,occupation
2021,25,219,219,196,0,23,1.0,0.8949771689497716,0.0,0.1050228310502283,occupation
2021,26,14,14,13,0,1,1.0,0.9285714285714286,0.0,0.07142857142857142,occupation
2021,,117,117,111,0,6,1.0,0.9487179487179487,0.0,0.05128205128205128,occupation
2022,1,954,954,856,0,98,1.0,0.8972746331236897,0.0,0.10272536687631027,occupation
2022,2,489,489,438,0,51,1.0,0.8957055214723927,0.0,0.10429447852760736,occupation
2022,3,212,212,195,0,17,1.0,0.9198113207547169,0.0,0.08018867924528301,occupation
2022,4,10,10,9,0,1,1.0,0.9,0.0,0.1,occupation
2022,5,44,44,39,0,5,1.0,0.8863636363636364,0.0,0.11363636363636363,occupation
2022,6,6,6,6,0,0,1.0,1.0,0.0,0.0,occupation
2022,7,26,26,22,0,4,1.0,0.8461538461538461,0.0,0.15384615384615385,occupation
2022,8,14,14,13,0,1,1.0,0.9285714285714286,0.0,0.07142857142857142,occupation
2022,9,125,125,119,0,6,1.0,0.952,0.0,0.048,occupation
2022,10,85,85,75,0,10,1.0,0.8823529411764706,0.0,0.11764705882352941,occupation
2022,11,100,100,82,0,18,1.0,0.82,0.0,0.18,occupation
2022,12,162,162,143,0,19,1.0,0.8827160493827161,0.0,0.11728395061728394,occupation
2022,13,125,125,114,0,11,1.0,0.912,0.0,0.088,occupation
2022,14,35,35,33,0,2,1.0,0.9428571428571428,0.0,0.05714285714285714,occupation
2022,15,19,19,17,0,2,1.0,0.8947368421052632,0.0,0.10526315789473684,occupation
2022,16,2,2,2,0,0,1.0,1.0,0.0,0.0,occupation
2022,17,251,251,223,0,28,1.0,0.8884462151394422,0.0,0.11155378486055777,occupation
2022,18,77,77,69,0,8,1.0,0.8961038961038961,0.0,0.1038961038961039,occupation
2022,19,285,285,240,0,45,1.0,0.8421052631578947,0.0,0.15789473684210525,occupation
2022,20,131,131,118,0,13,1.0,0.9007633587786259,0.0,0.09923664122137404,occupation
2022,21,48,48,41,0,7,1.0,0.8541666666666666,0.0,0.14583333333333334,occupation
2022,22,274,274,252,0,22,1.0,0.9197080291970803,0.0,0.08029197080291971,occupation
2022,23,67,67,61,0,6,1.0,0.9104477611940298,0.0,0.08955223880597014,occupation
2022,24,72,72,63,0,9,1.0,0.875,0.0,0.125,occupation
2022,25,236,236,207,0,29,1.0,0.8771186440677966,0.0,0.1228813559322034,occupation
2022,26,14,14,14,0,0,1.0,1.0,0.0,0.0,occupation
2022,,103,103,98,0,5,1.0,0.9514563106796117,0.0,0.04854368932038835,occupation
2023,1,822,822,730,0,92,1.0,0.8880778588807786,0.0,0.11192214111922141,occupation
2023,2,504,504,447,0,57,1.0,0.8869047619047619,0.0,0.1130952380952381,occupation
2023,3,197,197,178,0,19,1.0,0.9035532994923858,0.0,0.09644670050761421,occupation
2023,4,15,15,13,0,2,1.0,0.8666666666666667,0.0,0.13333333333333333,occupation
2023,5,55,55,53,0,2,1.0,0.9636363636363636,0.0,0.03636363636363636,occupation
2023,6,3,3,3,0,0,1.0,1.0,0.0,0.0,occupation
2023,7,28,28,27,0,1,1.0,0.9642857142857143,0.0,0.03571428571428571,occupation
2023,8,13,13,13,0,0,1.0,1.0,0.0,0.0,occupation
2023,9,104,104,95,0,9,1.0,0.9134615384615384,0.0,0.08653846153846154,occupation
2023,10,81,81,75,0,6,1.0,0.9259259259259259,0.0,0.07407407407407407,occupation
2023,11,115,115,99,0,16,1.0,0.8608695652173913,0.0,0.1391304347826087,occupation
2023,12,159,159,141,0,18,1.0,0.8867924528301887,0.0,0.11320754716981132,occupation
2023,13,106,106,96,0,10,1.0,0.9056603773584906,0.0,0.09433962264150944,occupation
2023,14,25,25,18,0,7,1.0,0.72,0.0,0.28,occupation
2023,15,17,17,17,0,0,1.0,1.0,0.0,0.0,occupation
2023,17,246,246,208,0,38,1.0,0.8455284552845529,0.0,0.15447154471544716,occupation
2023,18,95,95,87,0,8,1.0,0.9157894736842105,0.0,0.08421052631578947,occupation
2023,19,280,280,240,0,40,1.0,0.8571428571428571,0.0,0.14285714285714285,occupation
2023,20,114,114,102,0,12,1.0,0.8947368421052632,0.0,0.10526315789473684,occupation
2023,21,24,24,21,0,3,1.0,0.875,0.0,0.125,occupation
2023,22,226,226,200,0,26,1.0,0.8849557522123894,0.0,0.11504424778761062,occupation
2023,23,75,75,65,0,10,1.0,0.8666666666666667,0.0,0.13333333333333333,occupation
2023,24,73,73,65,0,8,1.0,0.8904109589041096,0.0,0.1095890410958904,occupation
2023,25,197,197,171,0,26,1.0,0.868020304568528,0.0,0.1319796954314721,occupation
2023,26,11,11,10,0,1,1.0,0.9090909090909091,0.0,0.09090909090909091,occupation
2023,,127,127,113,0,14,1.0,0.889763779527559,0.0,0.11023622047244094,occupation
2024,1,890,890,820,0,70,1.0,0.9213483146067416,0.0,0.07865168539325842,occupation
2024,2,500,500,453,0,47,1.0,0.906,0.0,0.094,occupation
2024,3,205,205,185,0,20,1.0,0.9024390243902439,0.0,0.0975609756097561,occupation
2024,4,16,16,12,0,4,1.0,0.75,0.0,0.25,occupation
2024,5,44,44,40,0,4,1.0,0.9090909090909091,0.0,0.09090909090909091,occupation
2024,6,3,3,3,0,0,1.0,1.0,0.0,0.0,occupation
2024,7,24,24,20,0,4,1.0,0.8333333333333334,0.0,0.16666666666666666,occupation
2024,8,9,9,9,0,0,1.0,1.0,0.0,0.0,occupation
2024,9,87,87,81,0,6,1.0,0.9310344827586207,0.0,0.06896551724137931,occupation
2024,10,83,83,70,0,13,1.0,0.8433734939759037,0.0,0.1566265060240964,occupation
2024,11,137,137,124,0,13,1.0,0.9051094890510949,0.0,0.0948905109489051,occupation
2024,12,171,171,162,0,9,1.0,0.9473684210526315,0.0,0.05263157894736842,occupation
2024,13,101,101,85,0,16,1.0,0.8415841584158416,0.0,0.15841584158415842,occupation
2024,14,40,40,34,0,6,1.0,0.85,0.0,0.15,occupation
2024,15,32,32,28,0,4,1.0,0.875,0.0,0.125,occupation
2024,16,2,2,2,0,0,1.0,1.0,0.0,0.0,occupation
2024,17,222,222,203,0,19,1.0,0.9144144144144144,0.0,0.08558558558558559,occupation
2024,18,96,96,87,0,9,1.0,0.90625,0.0,0.09375,occupation
2024,19,281,281,247,0,34,1.0,0.8790035587188612,0.0,0.12099644128113879,occupation
2024,20,147,147,127,0,20,1.0,0.8639455782312925,0.0,0.1360544217687075,occupation
2024,21,37,37,32,0,5,1.0,0.8648648648648649,0.0,0.13513513513513514,occupation
2024,22,209,209,191,0,18,1.0,0.9138755980861244,0.0,0.0861244019138756,occupation
2024,23,79,79,69,0,10,1.0,0.8734177215189873,0.0,0.12658227848101267,occupation
2024,24,66,66,55,0,11,1.0,0.8333333333333334,0.0,0.16666666666666666,occupation
2024,25,182,182,163,0,19,1.0,0.8956043956043956,0.0,0.1043956043956044,occupation
2024,26,16,16,16,0,0,1.0,1.0,0.0,0.0,occupation
2024,,302,302,270,0,32,1.0,0.8940397350993378,0.0,0.10596026490066225,occupation
