adve_time_year,loca_regi_kant_clean,total,eligible,mapped_target,mapped_fallback,unmapped,eligible_share,mapped_target_share_of_eligible,mapped_fallback_share_of_eligible,unmapped_share_of_eligible,domain
2018,16,9,9,9,0,0,1.0,1.0,0.0,0.0,occupation
2018,17,212,212,182,0,30,1.0,0.8584905660377359,0.0,0.14150943396226415,occupation
2018,18,91,91,85,0,6,1.0,0.9340659340659341,0.0,0.06593406593406594,occupation
2018,19,250,250,230,0,20,1.0,0.92,0.0,0.08,occupation
2018,20,77,77,72,0,5,1.0,0.935064935064935,0.0,0.06493506493506493,occupation
2018,21,109,109,101,0,8,1.0,0.926605504587156,0.0,0.07339449541284404,occupation
2018,22,264,264,253,0,11,1.0,0.9583333333333334,0.0,0.041666666666666664,occupation
2018,23,162,162,153,0,9,1.0,0.9444444444444444,0.0,0.05555555555555555,occupation
2018,24,60,60,57,0,3,1.0,0.95,0.0,0.05,occupation
2018,25,189,189,182,0,7,1.0,0.9629629629629629,0.0,0.037037037037037035,occupation
2018,26,19,19,16,0,3,1.0,0.8421052631578947,0.0,0.15789473684210525,occupation
2018,,287,287,271,0,16,1.0,0.9442508710801394,0.0,0.05574912891986063,occupation
2019,1,970,970,910,0,60,1.0,0.9381443298969072,0.0,0.061855670103092786,occupation
2019,2,549,549,505,0,44,1.0,0.9198542805100182,0.0,0.08014571948998178,occupation
2019,3,149,149,128,0,21,1.0,0.8590604026845637,0.0,0.14093959731543623,occupation
2019,4,6,6,6,0,0,1.0,1.0,0.0,0.0,occupation
2019,5,50,50,47,0,3,1.0,0.94,0.0,0.06,occupation
2019,6,27,27,25,0,2,1.0,0.9259259259259259,0.0,0.07407407407407407,occupation
2019,7,11,11,9,0,2,1.0,0.8181818181818182,0.0,0.18181818181818182,occupation
2019,8,23,23,19,0,4,1.0,0.8260869565217391,0.0,0.17391304347826086,occupation
2019,9,62,62,57,0,5,1.0,0.9193548387096774,0.0,0.08064516129032258,occupation
2019,10,122,122,107,0,15,1.0,0.8770491803278688,0.0,0.12295081967213115,occupation
2019,11,113,113,104,0,9,1.0,0.9203539823008849,0.0,0.07964601769911504,occupation
2019,12,176,176,163,0,13,1.0,0.9261363636363636,0.0,0.07386363636363637,occupation
2019,13,88,88,81,0,7,1.0,0.9204545454545454,0.0,0.07954545454545454,occupation
2019,14,56,56,51,0,5,1.0,0.9107142857142857,0.0,0.08928571428571429,occupation
2019,15,16,16,14,0,2,1.0,0.875,0.0,0.125,occupation
2019,16,10,10,10,0,0,1.0,1.0,0.0,0.0,occupation
2019,17,242,242,221,0,21,1.0,0.9132231404958677,0.0,0.08677685950413223,occupation
2019,18,83,83,78,0,5,1.0,0.9397590361445783,0.0,0.060240963855421686,occupation
2019,19,313,313,290,0,23,1.0,0.9265175718849841,0.0,0.07348242811501597,occupation
2019,20,109,109,104,0,5,1.0,0.9541284403669725,0.0,0.045871559633027525,occupation
2019,21,42,42,40,0,2,1.0,0.9523809523809523,0.0,0.047619047619047616,occupation
2019,22,317,317,298,0,19,1.0,0.9400630914826499,0.0,0.05993690851735016,occupation
2019,23,76,76,71,0,5,1.0,0.9342105263157895,0.0,0.06578947368421052,occupation
2019,24,67,67,58,0,9,1.0,0.8656716417910447,0.0,0.13432835820895522,occupation
2019,25,192,192,183,0,9,1.0,0.953125,0.0,0.046875,occupation
2019,26,14,14,13,0,1,1.0,0.9285714285714286,0.0,0.07142857142857142,occupation
2019,,203,203,183,0,20,1.0,0.9014778325123153,0.0,0.09852216748768473,occupation
2020,1,970,970,910,0,60,1.0,0.9381443298969072,0.0,0.061855670103092786,occupation
2020,2,509,509,464,0,45,1.0,0.9115913555992141,0.0,0.08840864440078586,occupation
2020,3,164,164,149,0,15,1.0,0.9085365853658537,0.0,0.09146341463414634,occupation
2020,4,8,8,7,0,1,1.0,0.875,0.0,0.125,occupation
2020,5,43,43,41,0,2,1.0,0.9534883720930233,0.0,0.046511627906976744,occupation
2020,6,26,26,24,0,2,1.0,0.9230769230769231,0.0,0.07692307692307693,occupation
2020,7,11,11,9,0,2,1.0,0.8181818181818182,0.0,0.18181818181818182,occupation
2020,8,22,22,22,0,0,1.0,1.0,0.0,0.0,occupation
2020,9,64,64,60,0,4,1.0,0.9375,0.0,0.0625,occupation
2020,10,113,113,109,0,4,1.0,0.9646017699115044,0.0,0.035398230088495575,occupation
2020,11,92,92,88,0,4,1.0,0.9565217391304348,0.0,0.043478260869565216,occupation
2020,12,180,180,174,0,6,1.0,0.9666666666666667,0.0,0.03333333333333333,occupation
2020,13,99,99,88,0,11,1.0,0.8888888888888888,0.0,0.1111111111111111,occupation
2020,14,63,63,58,0,5,1.0,0.9206349206349206,0.0,0.07936507936507936,occupation
