adve_time_year,comp_indu_noga,total,eligible,mapped_target,mapped_fallback,unmapped,eligible_share,mapped_target_share_of_eligible,mapped_fallback_share_of_eligible,unmapped_share_of_eligible,domain
2018,13,129,129,129,0,0,1.0,1.0,0.0,0.0,industry
2018,14,33,33,33,0,0,1.0,1.0,0.0,0.0,industry
2018,15,150,150,150,0,0,1.0,1.0,0.0,0.0,industry
2018,16,17,17,17,0,0,1.0,1.0,0.0,0.0,industry
2018,17,93,93,93,0,0,1.0,1.0,0.0,0.0,industry
2018,18,48,48,48,0,0,1.0,1.0,0.0,0.0,industry
2018,19,33,33,33,0,0,1.0,1.0,0.0,0.0,industry
2018,20,18,18,18,0,0,1.0,1.0,0.0,0.0,industry
2018,21,235,235,235,0,0,1.0,1.0,0.0,0.0,industry
2018,22,61,61,61,0,0,1.0,1.0,0.0,0.0,industry
2018,23,103,103,103,0,0,1.0,1.0,0.0,0.0,industry
2018,24,279,279,279,0,0,1.0,1.0,0.0,0.0,industry
2018,25,73,73,73,0,0,1.0,1.0,0.0,0.0,industry
2018,26,13,13,13,0,0,1.0,1.0,0.0,0.0,industry
2018,27,40,40,40,0,0,1.0,1.0,0.0,0.0,industry
2018,28,25,25,25,0,0,1.0,1.0,0.0,0.0,industry
2018,29,19,19,19,0,0,1.0,1.0,0.0,0.0,industry
2018,30,134,134,134,0,0,1.0,1.0,0.0,0.0,industry
2018,31,16,16,16,0,0,1.0,1.0,0.0,0.0,industry
2018,32,155,155,155,0,0,1.0,1.0,0.0,0.0,industry
2018,33,171,171,171,0,0,1.0,1.0,0.0,0.0,industry
2018,34,118,118,118,0,0,1.0,1.0,0.0,0.0,industry
2018,35,8,8,8,0,0,1.0,1.0,0.0,0.0,industry
2018,36,27,27,27,0,0,1.0,1.0,0.0,0.0,industry
2018,37,20,20,20,0,0,1.0,1.0,0.0,0.0,industry
2018,38,19,19,19,0,0,1.0,1.0,0.0,0.0,industry
2018,39,212,212,212,0,0,1.0,1.0,0.0,0.0,industry
2018,40,62,62,62,0,0,1.0,1.0,0.0,0.0,industry
2018,41,84,84,84,0,0,1.0,1.0,0.0,0.0,industry
2018,42,309,309,309,0,0,1.0,1.0,0.0,0.0,industry
2018,43,209,209,209,0,0,1.0,1.0,0.0,0.0,industry
2018,44,385,385,385,0,0,1.0,1.0,0.0,0.0,industry
2018,45,95,95,95,0,0,1.0,1.0,0.0,0.0,industry
2018,46,32,32,32,0,0,1.0,1.0,0.0,0.0,industry
2018,47,40,40,40,0,0,1.0,1.0,0.0,0.0,industry
2018,48,30,30,30,0,0,1.0,1.0,0.0,0.0,industry
2018,49,59,59,59,0,0,1.0,1.0,0.0,0.0,industry
2018,50,18,18,0,0,18,1.0,0.0,0.0,1.0,industry
2018,51,71,71,0,0,71,1.0,0.0,0.0,1.0,industry
2019,1,9,9,9,0,0,1.0,1.0,0.0,0.0,industry
2019,2,108,108,108,0,0,1.0,1.0,0.0,0.0,industry
2019,3,6,6,6,0,0,1.0,1.0,0.0,0.0,industry
2019,4,11,11,11,0,0,1.0,1.0,0.0,0.0,industry
2019,5,11,11,11,0,0,1.0,1.0,0.0,0.0,industry
2019,6,21,21,21,0,0,1.0,1.0,0.0,0.0,industry
2019,7,83,83,83,0,0,1.0,1.0,0.0,0.0,industry
2019,8,38,38,38,0,0,1.0,1.0,0.0,0.0,industry
2019,9,30,30,30,0,0,1.0,1.0,0.0,0.0,industry
2019,10,16,16,16,0,0,1.0,1.0,0.0,0.0,industry
2019,11,24,24,24,0,0,1.0,1.0,0.0,0.0,industry
2019,12,70,70,70,0,0,1.0,1.0,0.0,0.0,industry
2019,13,137,137,137,0,0,1.0,1.0,0.0,0.0,industry
2019,14,55,55,55,0,0,1.0,1.0,0.0,0.0,industry
2019,15,150,150,150,0,0,1.0,1.0,0.0,0.0,industry
2019,16,23,23,23,0,0,1.0,1.0,0.0,0.0,industry
2019,17,63,63,63,0,0,1.0,1.0,0.0,0.0,industry
2019,18,63,63,63,0,0,1.0,1.0,0.0,0.0,industry
2019,19,39,39,39,0,0,1.0,1.0,0.0,0.0,industry
2019,20,25,25,25,0,0,1.0,1.0,0.0,0.0,industry
2019,21,188,188,188,0,0,1.0,1.0,0.0,0.0,industry
2019,22,51,51,51,0,0,1.0,1.0,0.0,0.0,industry
2019,23,151,151,151,0,0,1.0,1.0,0.0,0.0,industry
2019,24,319,319,319,0,0,1.0,1.0,0.0,0.0,industry
2019,25,86,86,86,0,0,1.0,1.0,0.0,0.0,industry
2019,26,18,18,18,0,0,1.0,1.0,0.0,0.0,industry
2019,27,64,64,64,0,0,1.0,1.0,0.0,0.0,industry
2019,28,23,23,23,0,0,1.0,1.0,0.0,0.0,industry
2019,29,27,27,27,0,0,1.0,1.0,0.0,0.0,industry
2019,30,79,79,79,0,0,1.0,1.0,0.0,0.0,industry
2019,31,24,24,24,0,0,1.0,1.0,0.0,0.0,industry
2019,32,125,125,125,0,0,1.0,1.0,0.0,0.0,industry
2019,33,180,180,180,0,0,1.0,1.0,0.0,0.0,industry
2019,34,111,111,111,0,0,1.0,1.0,0.0,0.0,industry
2019,35,14,14,14,0,0,1.0,1.0,0.0,0.0,industry
2019,36,30,30,30,0,0,1.0,1.0,0.0,0.0,industry
2019,37,26,26,26,0,0,1.0,1.0,0.0,0.0,industry
2019,38,31,31,31,0,0,1.0,1.0,0.0,0.0,industry
2019,39,178,178,178,0,0,1.0,1.0,0.0,0.0,industry
2019,40,57,57,57,0,0,1.0,1.0,0.0,0.0,industry
2019,41,111,111,111,0,0,1.0,1.0,0.0,0.0,industry
2019,42,232,232,232,0,0,1.0,1.0,0.0,0.0,industry
2019,43,220,220,220,0,0,1.0,1.0,0.0,0.0,industry
2019,44,444,444,444,0,0,1.0,1.0,0.0,0.0,industry
2019,45,143,143,143,0,0,1.0,1.0,0.0,0.0,industry
2019,46,54,54,54,0,0,1.0,1.0,0.0,0.0,industry
2019,47,29,29,29,0,0,1.0,1.0,0.0,0.0,industry
2019,48,33,33,33,0,0,1.0,1.0,0.0,0.0,industry
2019,49,20,20,20,0,0,1.0,1.0,0.0,0.0,industry
2019,51,36,36,0,0,36,1.0,0.0,0.0,1.0,industry
2020,1,8,8,8,0,0,1.0,1.0,0.0,0.0,industry
2020,2,97,97,97,0,0,1.0,1.0,0.0,0.0,industry
2020,3,6,6,6,0,0,1.0,1.0,0.0,0.0,industry
2020,4,15,15,15,0,0,1.0,1.0,0.0,0.0,industry
2020,5,13,13,13,0,0,1.0,1.0,0.0,0.0,industry
2020,6,5,5,5,0,0,1.0,1.0,0.0,0.0,industry
2020,7,70,70,70,0,0,1.0,1.0,0.0,0.0,industry
2020,8,39,39,39,0,0,1.0,1.0,0.0,0.0,industry
2020,9,27,27,27,0,0,1.0,1.0,0.0,0.0,industry
2020,10,14,14,14,0,0,1.0,1.0,0.0,0.0,industry
2020,11,34,34,34,0,0,1.0,1.0,0.0,0.0,industry
2020,12,75,75,75,0,0,1.0,1.0,0.0,0.0,industry
2020,13,106,106,106,0,0,1.0,1.0,0.0,0.0,industry
2020,14,44,44,44,0,0,1.0,1.0,0.0,0.0,industry
2020,15,122,122,122,0,0,1.0,1.0,0.0,0.0,industry
2020,16,26,26,26,0,0,1.0,1.0,0.0,0.0,industry
2020,17,55,55,55,0,0,1.0,1.0,0.0,0.0,industry
2020,18,61,61,61,0,0,1.0,1.0,0.0,0.0,industry
2020,19,52,52,52,0,0,1.0,1.0,0.0,0.0,industry
2020,20,27,27,27,0,0,1.0,1.0,0.0,0.0,industry
2020,21,174,174,174,0,0,1.0,1.0,0.0,0.0,industry
2020,22,59,59,59,0,0,1.0,1.0,0.0,0.0,industry
2020,23,163,163,163,0,0,1.0,1.0,0.0,0.0,industry
2020,24,295,295,295,0,0,1.0,1.0,0.0,0.0,industry
2020,25,71,71,71,0,0,1.0,1.0,0.0,0.0,industry
2020,26,11,11,11,0,0,1.0,1.0,0.0,0.0,industry
2020,27,55,55,55,0,0,1.0,1.0,0.0,0.0,industry
2020,28,27,27,27,0,0,1.0,1.0,0.0,0.0,industry
2020,29,28,28,28,0,0,1.0,1.0,0.0,0.0,industry
2020,30,96,96,96,0,0,1.0,1.0,0.0,0.0,industry
2020,31,25,25,25,0,0,1.0,1.0,0.0,0.0,industry
2020,32,129,129,129,0,0,1.0,1.0,0.0,0.0,industry
2020,33,159,159,159,0,0,1.0,1.0,0.0,0.0,industry
2020,34,105,105,105,0,0,1.0,1.0,0.0,0.0,industry
2020,35,16,16,16,0,0,1.0,1.0,0.0,0.0,industry
2020,36,33,33,33,0,0,1.0,1.0,0.0,0.0,industry
2020,37,28,28,28,0,0,1.0,1.0,0.0,0.0,industry
2020,38,29,29,29,0,0,1.0,1.0,0.0,0.0,industry
2020,39,168,168,168,0,0,1.0,1.0,0.0,0.0,industry
2020,40,38,38,38,0,0,1.0,1.0,0.0,0.0,industry
2020,41,110,110,110,0,0,1.0,1.0,0.0,0.0,industry
2020,42,224,224,224,0,0,1.0,1.0,0.0,0.0,industry
2020,43,217,217,217,0,0,1.0,1.0,0.0,0.0,industry
2020,44,456,456,456,0,0,1.0,1.0,0.0,0.0,industry
2020,45,143,143,143,0,0,1.0,1.0,0.0,0.0,industry
2020,46,58,58,58,0,0,1.0,1.0,0.0,0.0,industry
2020,47,31,31,31,0,0,1.0,1.0,0.0,0.0,industry
2020,48,37,37,37,0,0,1.0,1.0,0.0,0.0,industry
2020,49,20,20,20,0,0,1.0,1.0,0.0,0.0,industry
2020,50,1,1,0,0,1,1.0,0.0,0.0,1.0,industry
2020,51,16,16,0,0,16,1.0,0.0,0.0,1.0,industry
2021,1,5,5,5,0,0,1.0,1.0,0.0,0.0,industry
2021,2,89,89,89,0,0,1.0,1.0,0.0,0.0,industry
2021,3,6,6,6,0,0,1.0,1.0,0.0,0.0,industry
2021,4,13,13,13,0,0,1.0,1.0,0.0,0.0,industry
2021,5,8,8,8,0,0,1.0,1.0,0.0,0.0,industry
2021,6,14,14,14,0,0,1.0,1.0,0.0,0.0,industry
2021,7,77,77,77,0,0,1.0,1.0,0.0,0.0,industry
2021,8,32,32,32,0,0,1.0,1.0,0.0,0.0,industry
2021,9,31,31,31,0,0,1.0,1.0,0.0,0.0,industry
2021,10,12,12,12,0,0,1.0,1.0,0.0,0.0,industry
2021,11,25,25,25,0,0,1.0,1.0,0.0,0.0,industry
2021,12,58,58,58,0,0,1.0,1.0,0.0,0.0,industry
2021,13,103,103,103,0,0,1.0,1.0,0.0,0.0,industry
2021,14,46,46,46,0,0,1.0,1.0,0.0,0.0,industry
2021,15,141,141,141,0,0,1.0,1.0,0.0,0.0,industry
2021,16,22,22,22,0,0,1.0,1.0,0.0,0.0,industry
2021,17,73,73,73,0,0,1.0,1.0,0.0,0.0,industry
2021,18,66,66,66,0,0,1.0,1.0,0.0,0.0,industry
2021,19,50,50,50,0,0,1.0,1.0,0.0,0.0,industry
2021,20,24,24,24,0,0,1.0,1.0,0.0,0.0,industry
2021,21,236,236,236,0,0,1.0,1.0,0.0,0.0,industry
2021,22,55,55,55,0,0,1.0,1.0,0.0,0.0,industry
2021,23,133,133,133,0,0,1.0,1.0,0.0,0.0,industry
2021,24,277,277,277,0,0,1.0,1.0,0.0,0.0,industry
2021,25,69,69,69,0,0,1.0,1.0,0.0,0.0,industry
2021,26,5,5,5,0,0,1.0,1.0,0.0,0.0,industry
2021,27,63,63,63,0,0,1.0,1.0,0.0,0.0,industry
2021,28,25,25,25,0,0,1.0,1.0,0.0,0.0,industry
2021,29,7,7,7,0,0,1.0,1.0,0.0,0.0,industry
2021,30,53,53,53,0,0,1.0,1.0,0.0,0.0,industry
2021,31,18,18,18,0,0,1.0,1.0,0.0,0.0,industry
2021,32,156,156,156,0,0,1.0,1.0,0.0,0.0,industry
2021,33,182,182,182,0,0,1.0,1.0,0.0,0.0,industry
2021,34,125,125,125,0,0,1.0,1.0,0.0,0.0,industry
2021,35,16,16,16,0,0,1.0,1.0,0.0,0.0,industry
2021,36,50,50,50,0,0,1.0,1.0,0.0,0.0,industry
2021,37,30,30,30,0,0,1.0,1.0,0.0,0.0,industry
2021,38,36,36,36,0,0,1.0,1.0,0.0,0.0,industry
2021,39,163,163,163,0,0,1.0,1.0,0.0,0.0,industry
2021,40,68,68,68,0,0,1.0,1.0,0.0,0.0,industry
2021,41,102,102,102,0,0,1.0,1.0,0.0,0.0,industry
2021,42,234,234,234,0,0,1.0,1.0,0.0,0.0,industry
2021,43,235,235,235,0,0,1.0,1.0,0.0,0.0,industry
2021,44,486,486,486,0,0,1.0,1.0,0.0,0.0,industry
2021,45,140,140,140,0,0,1.0,1.0,0.0,0.0,industry
2021,46,44,44,44,0,0,1.0,1.0,0.0,0.0,industry
2021,47,24,24,24,0,0,1.0,1.0,0.0,0.0,industry
2021,48,31,31,31,0,0,1.0,1.0,0.0,0.0,industry
2021,49,20,20,20,0,0,1.0,1.0,0.0,0.0,industry
2021,50,1,1,0,0,1,1.0,0.0,0.0,1.0,industry
2021,51,24,24,0,0,24,1.0,0.0,0.0,1.0,industry
2022,1,66,66,66,0,0,1.0,1.0,0.0,0.0,industry
2022,2,13,13,13,0,0,1.0,1.0,0.0,0.0,industry
2022,3,76,76,76,0,0,1.0,1.0,0.0,0.0,industry
2022,4,15,15,15,0,0,1.0,1.0,0.0,0.0,industry
2022,5,68,68,68,0,0,1.0,1.0,0.0,0.0,industry
2022,6,183,183,183,0,0,1.0,1.0,0.0,0.0,industry
2022,7,16,16,16,0,0,1.0,1.0,0.0,0.0,industry
2022,8,10,10,10,0,0,1.0,1.0,0.0,0.0,industry
2022,9,30,30,30,0,0,1.0,1.0,0.0,0.0,industry
2022,10,8,8,8,0,0,1.0,1.0,0.0,0.0,industry
2022,11,130,130,130,0,0,1.0,1.0,0.0,0.0,industry
2022,12,22,22,22,0,0,1.0,1.0,0.0,0.0,industry
2022,13,76,76,76,0,0,1.0,1.0,0.0,0.0,industry
2022,14,27,27,27,0,0,1.0,1.0,0.0,0.0,industry
2022,15,87,87,87,0,0,1.0,1.0,0.0,0.0,industry
2022,16,21,21,21,0,0,1.0,1.0,0.0,0.0,industry
2022,17,15,15,15,0,0,1.0,1.0,0.0,0.0,industry
2022,18,46,46,46,0,0,1.0,1.0,0.0,0.0,industry
2022,19,44,44,44,0,0,1.0,1.0,0.0,0.0,industry
2022,20,33,33,33,0,0,1.0,1.0,0.0,0.0,industry
2022,21,104,104,104,0,0,1.0,1.0,0.0,0.0,industry
2022,22,35,35,35,0,0,1.0,1.0,0.0,0.0,industry
2022,23,135,135,135,0,0,1.0,1.0,0.0,0.0,industry
2022,24,245,245,245,0,0,1.0,1.0,0.0,0.0,industry
2022,25,12,12,12,0,0,1.0,1.0,0.0,0.0,industry
2022,26,43,43,43,0,0,1.0,1.0,0.0,0.0,industry
2022,27,22,22,22,0,0,1.0,1.0,0.0,0.0,industry
2022,28,18,18,18,0,0,1.0,1.0,0.0,0.0,industry
2022,29,28,28,28,0,0,1.0,1.0,0.0,0.0,industry
2022,30,67,67,67,0,0,1.0,1.0,0.0,0.0,industry
2022,31,211,211,211,0,0,1.0,1.0,0.0,0.0,industry
2022,32,77,77,77,0,0,1.0,1.0,0.0,0.0,industry
2022,33,206,206,206,0,0,1.0,1.0,0.0,0.0,industry
2022,34,19,19,19,0,0,1.0,1.0,0.0,0.0,industry
2022,35,23,23,23,0,0,1.0,1.0,0.0,0.0,industry
2022,36,40,40,40,0,0,1.0,1.0,0.0,0.0,industry
2022,37,23,23,23,0,0,1.0,1.0,0.0,0.0,industry
2022,38,20,20,20,0,0,1.0,1.0,0.0,0.0,industry
2022,39,144,144,144,0,0,1.0,1.0,0.0,0.0,industry
2022,40,23,23,23,0,0,1.0,1.0,0.0,0.0,industry
2022,41,126,126,126,0,0,1.0,1.0,0.0,0.0,industry
2022,42,77,77,77,0,0,1.0,1.0,0.0,0.0,industry
2022,43,172,172,172,0,0,1.0,1.0,0.0,0.0,industry
2022,44,476,476,476,0,0,1.0,1.0,0.0,0.0,industry
2022,45,150,150,150,0,0,1.0,1.0,0.0,0.0,industry
2022,46,8,8,8,0,0,1.0,1.0,0.0,0.0,industry
2022,47,17,17,17,0,0,1.0,1.0,0.0,0.0,industry
2022,48,34,34,34,0,0,1.0,1.0,0.0,0.0,industry
2022,49,1,1,1,0,0,1.0,1.0,0.0,0.0,industry
2022,50,246,246,0,0,246,1.0,0.0,0.0,1.0,industry
2022,51,178,178,0,0,178,1.0,0.0,0.0,1.0,industry
2023,1,69,69,69,0,0,1.0,1.0,0.0,0.0,industry
2023,2,23,23,23,0,0,1.0,1.0,0.0,0.0,industry
2023,3,65,65,65,0,0,1.0,1.0,0.0,0.0,industry
2023,4,13,13,13,0,0,1.0,1.0,0.0,0.0,industry
2023,5,48,48,48,0,0,1.0,1.0,0.0,0.0,industry
2023,6,167,167,167,0,0,1.0,1.0,0.0,0.0,industry
2023,7,13,13,13,0,0,1.0,1.0,0.0,0.0,industry
2023,8,11,11,11,0,0,1.0,1.0,0.0,0.0,industry
2023,9,29,29,29,0,0,1.0,1.0,0.0,0.0,industry
2023,10,8,8,8,0,0,1.0,1.0,0.0,0.0,industry
2023,11,127,127,127,0,0,1.0,1.0,0.0,0.0,industry
2023,12,7,7,7,0,0,1.0,1.0,0.0,0.0,industry
2023,13,64,64,64,0,0,1.0,1.0,0.0,0.0,industry
2023,14,32,32,32,0,0,1.0,1.0,0.0,0.0,industry
2023,15,94,94,94,0,0,1.0,1.0,0.0,0.0,industry
2023,16,15,15,15,0,0,1.0,1.0,0.0,0.0,industry
2023,17,11,11,11,0,0,1.0,1.0,0.0,0.0,industry
2023,18,58,58,58,0,0,1.0,1.0,0.0,0.0,industry
2023,19,38,38,38,0,0,1.0,1.0,0.0,0.0,industry
2023,20,38,38,38,0,0,1.0,1.0,0.0,0.0,industry
2023,21,107,107,107,0,0,1.0,1.0,0.0,0.0,industry
2023,22,50,50,50,0,0,1.0,1.0,0.0,0.0,industry
2023,23,111,111,111,0,0,1.0,1.0,0.0,0.0,industry
2023,24,271,271,271,0,0,1.0,1.0,0.0,0.0,industry
2023,25,4,4,4,0,0,1.0,1.0,0.0,0.0,industry
2023,26,45,45,45,0,0,1.0,1.0,0.0,0.0,industry
2023,27,19,19,19,0,0,1.0,1.0,0.0,0.0,industry
2023,28,19,19,19,0,0,1.0,1.0,0.0,0.0,industry
2023,29,27,27,27,0,0,1.0,1.0,0.0,0.0,industry
2023,30,85,85,85,0,0,1.0,1.0,0.0,0.0,industry
2023,31,134,134,134,0,0,1.0,1.0,0.0,0.0,industry
2023,32,87,87,87,0,0,1.0,1.0,0.0,0.0,industry
2023,33,144,144,144,0,0,1.0,1.0,0.0,0.0,industry
2023,34,18,18,18,0,0,1.0,1.0,0.0,0.0,industry
2023,35,34,34,34,0,0,1.0,1.0,0.0,0.0,industry
2023,36,25,25,25,0,0,1.0,1.0,0.0,0.0,industry
2023,37,20,20,20,0,0,1.0,1.0,0.0,0.0,industry
2023,38,15,15,15,0,0,1.0,1.0,0.0,0.0,industry
2023,39,94,94,94,0,0,1.0,1.0,0.0,0.0,industry
2023,40,25,25,25,0,0,1.0,1.0,0.0,0.0,industry
2023,41,128,128,128,0,0,1.0,1.0,0.0,0.0,industry
2023,42,64,64,64,0,0,1.0,1.0,0.0,0.0,industry
2023,43,161,161,161,0,0,1.0,1.0,0.0,0.0,industry
2023,44,449,449,449,0,0,1.0,1.0,0.0,0.0,industry
2023,45,121,121,121,0,0,1.0,1.0,0.0,0.0,industry
2023,46,12,12,12,0,0,1.0,1.0,0.0,0.0,industry
2023,47,18,18,18,0,0,1.0,1.0,0.0,0.0,industry
2023,48,27,27,27,0,0,1.0,1.0,0.0,0.0,industry
2023,49,3,3,3,0,0,1.0,1.0,0.0,0.0,industry
2023,50,282,282,0,0,282,1.0,0.0,0.0,1.0,industry
2023,51,183,183,0,0,183,1.0,0.0,0.0,1.0,industry
2024,1,64,64,64,0,0,1.0,1.0,0.0,0.0,industry
2024,2,12,12,12,0,0,1.0,1.0,0.0,0.0,industry
2024,3,77,77,77,0,0,1.0,1.0,0.0,0.0,industry
2024,4,18,18,18,0,0,1.0,1.0,0.0,0.0,industry
2024,5,50,50,50,0,0,1.0,1.0,0.0,0.0,industry
2024,6,157,157,157,0,0,1.0,1.0,0.0,0.0,industry
2024,7,16,16,16,0,0,1.0,1.0,0.0,0.0,industry
2024,8,11,11,11,0,0,1.0,1.0,0.0,0.0,industry
2024,9,36,36,36,0,0,1.0,1.0,0.0,0.0,industry
2024,10,5,5,5,0,0,1.0,1.0,0.0,0.0,industry
2024,11,116,116,116,0,0,1.0,1.0,0.0,0.0,industry
2024,12,10,10,10,0,0,1.0,1.0,0.0,0.0,industry
2024,13,54,54,54,0,0,1.0,1.0,0.0,0.0,industry
2024,14,60,60,60,0,0,1.0,1.0,0.0,0.0,industry
2024,15,96,96,96,0,0,1.0,1.0,0.0,0.0,industry
2024,16,20,20,20,0,0,1.0,1.0,0.0,0.0,industry
2024,17,12,12,12,0,0,1.0,1.0,0.0,0.0,industry
2024,18,70,70,70,0,0,1.0,1.0,0.0,0.0,industry
2024,19,38,38,38,0,0,1.0,1.0,0.0,0.0,industry
2024,20,32,32,32,0,0,1.0,1.0,0.0,0.0,industry
2024,21,106,106,106,0,0,1.0,1.0,0.0,0.0,industry
2024,22,52,52,52,0,0,1.0,1.0,0.0,0.0,industry
2024,23,73,73,73,0,0,1.0,1.0,0.0,0.0,industry
2024,24,276,276,276,0,0,1.0,1.0,0.0,0.0,industry
2024,25,16,16,16,0,0,1.0,1.0,0.0,0.0,industry
2024,26,60,60,60,0,0,1.0,1.0,0.0,0.0,industry
2024,27,26,26,26,0,0,1.0,1.0,0.0,0.0,industry
2024,28,25,25,25,0,0,1.0,1.0,0.0,0.0,industry
2024,29,39,39,39,0,0,1.0,1.0,0.0,0.0,industry
2024,30,95,95,95,0,0,1.0,1.0,0.0,0.0,industry
2024,31,140,140,140,0,0,1.0,1.0,0.0,0.0,industry
2024,32,71,71,71,0,0,1.0,1.0,0.0,0.0,industry
2024,33,174,174,174,0,0,1.0,1.0,0.0,0.0,industry
2024,34,31,31,31,0,0,1.0,1.0,0.0,0.0,industry
2024,35,24,24,24,0,0,1.0,1.0,0.0,0.0,industry
2024,36,55,55,55,0,0,1.0,1.0,0.0,0.0,industry
2024,37,24,24,24,0,0,1.0,1.0,0.0,0.0,industry
2024,38,9,9,9,0,0,1.0,1.0,0.0,0.0,industry
2024,39,75,75,75,0,0,1.0,1.0,0.0,0.0,industry
2024,40,31,31,31,0,0,1.0,1.0,0.0,0.0,industry
2024,41,158,158,158,0,0,1.0,1.0,0.0,0.0,industry
2024,42,55,55,55,0,0,1.0,1.0,0.0,0.0,industry
2024,43,174,174,174,0,0,1.0,1.0,0.0,0.0,industry
2024,44,477,477,477,0,0,1.0,1.0,0.0,0.0,industry
2024,45,143,143,143,0,0,1.0,1.0,0.0,0.0,industry
2024,46,32,32,32,0,0,1.0,1.0,0.0,0.0,industry
2024,47,61,61,61,0,0,1.0,1.0,0.0,0.0,industry
2024,48,38,38,38,0,0,1.0,1.0,0.0,0.0,industry
2024,49,1,1,1,0,0,1.0,1.0,0.0,0.0,industry
2024,50,264,264,0,0,264,1.0,0.0,0.0,1.0,industry
2024,51,222,222,0,0,222,1.0,0.0,0.0,1.0,industry
