level,category,max_abs_yoy_change,year_of_max_change
isco1,2,0.04117732406489644,2023
isco1,7,0.027049115583886965,2022
isco1,4,0.024789841809263316,2022
isco1,5,0.023132628923913337,2013
isco1,3,0.021546154163840925,2023
isco1,1,0.019667563195838816,2012
isco1,9,0.006668046438371832,2021
isco1,8,0.005999392747425138,2021
isco1,6,0.0028785200277943656,2021
