level,category,max_abs_yoy_change,year_of_max_change
isco4,Other,0.024519680765630825,2011
isco4,4110,0.016483234817378546,2021
isco4,5223,0.014083068148225436,2023
isco4,4419,0.011051910260446371,2022
isco4,2221,0.01014091455605217,2013
isco4,2431,0.009410869230830282,2022
isco4,2512,0.008873526753493809,2012
isco4,3112,0.008452732378140976,2011
isco4,5131,0.007021341956778971,2021
isco4,1221,0.006335877425195679,2017
isco4,3313,0.005446083509929726,2015
