adve_time_year,_cat,count,share,level,label
2018,51,227,0.05618811881188119,isco2,Personal service workers
2018,52,181,0.0448019801980198,isco2,Sales workers
2018,72,184,0.04554455445544554,isco2,"Metal, machinery and related trades workers"
2018,Other,1701,0.421039603960396,isco2,
2019,21,266,0.06510034263338228,isco2,Science and engineering professionals
2019,22,290,0.07097405775819873,isco2,Health professionals
2019,24,274,0.06705824767498776,isco2,Business and administration professionals
2019,25,315,0.07709251101321586,isco2,Information and communications technology professionals
2019,31,290,0.07097405775819873,isco2,Science and engineering associate professionals
2019,33,265,0.06485560450318159,isco2,Business and administration associate professionals
2019,41,145,0.03548702887909937,isco2,General and keyboard clerks
2019,51,197,0.048213411649535,isco2,Personal service workers
2019,52,198,0.048458149779735685,isco2,Sales workers
2019,72,199,0.04870288790993637,isco2,"Metal, machinery and related trades workers"
2019,Other,1647,0.40308370044052866,isco2,
2020,21,224,0.05717202654415518,isco2,Science and engineering professionals
2020,22,299,0.07631444614599285,isco2,Health professionals
2020,24,257,0.06559469116896376,isco2,Business and administration professionals
2020,25,340,0.08677896886166411,isco2,Information and communications technology professionals
2020,31,247,0.0630423685553854,isco2,Science and engineering associate professionals
2020,33,254,0.06482899438489025,isco2,Business and administration associate professionals
2020,41,106,0.027054619703930576,isco2,General and keyboard clerks
2020,51,196,0.050025523226135786,isco2,Personal service workers
2020,52,192,0.04900459418070444,isco2,Sales workers
2020,72,188,0.0479836651352731,isco2,"Metal, machinery and related trades workers"
2020,Other,1615,0.41220010209290453,isco2,
2021,21,274,0.06844866350237322,isco2,Science and engineering professionals
2021,22,320,0.0799400449662753,isco2,Health professionals
2021,24,247,0.06170372220834374,isco2,Business and administration professionals
2021,25,344,0.08593554833874593,isco2,Information and communications technology professionals
2021,31,254,0.06345241069198101,isco2,Science and engineering associate professionals
2021,33,268,0.06694978765925556,isco2,Business and administration associate professionals
2021,41,170,0.04246814888833375,isco2,General and keyboard clerks
2021,51,143,0.03572320759430427,isco2,Personal service workers
2021,52,166,0.04146889832625531,isco2,Sales workers
2021,72,189,0.047214589058206344,isco2,"Metal, machinery and related trades workers"
2021,Other,1628,0.40669497876592553,isco2,
2022,21,206,0.05194150277357539,isco2,Science and engineering professionals
2022,22,319,0.08043368633383761,isco2,Health professionals
2022,24,277,0.06984367120524458,isco2,Business and administration professionals
2022,25,318,0.08018154311649017,isco2,Information and communications technology professionals
2022,31,226,0.05698436712052446,isco2,Science and engineering associate professionals
2022,33,252,0.06354009077155824,isco2,Business and administration associate professionals
2022,41,218,0.054967221381744834,isco2,General and keyboard clerks
2022,51,174,0.04387291981845688,isco2,Personal service workers
2022,52,131,0.033030761472516386,isco2,Sales workers
2022,72,159,0.040090771558245086,isco2,"Metal, machinery and related trades workers"
2022,Other,1686,0.42511346444780634,isco2,
2023,21,175,0.04714439655172414,isco2,Science and engineering professionals
2023,22,276,0.07435344827586207,isco2,Health professionals
2023,24,222,0.05980603448275862,isco2,Business and administration professionals
2023,25,252,0.06788793103448276,isco2,Information and communications technology professionals
2023,31,225,0.060614224137931036,isco2,Science and engineering associate professionals
2023,33,245,0.0660021551724138,isco2,Business and administration associate professionals
2023,41,148,0.03987068965517242,isco2,General and keyboard clerks
2023,51,166,0.0447198275862069,isco2,Personal service workers
2023,52,186,0.050107758620689655,isco2,Sales workers
